,SMILES,Caco-2,CYP3A4,hERG,HOB,MN
442,Oc1ccc(cc1)C2=C(c3ccccc3)c4ccc(O)cc4C2=O,0,0,0,1,1
443,COc1cc(O)cc2C(=O)C(=C(Br)c12)c3ccc(O)cc3,1,1,0,0,1
444,Oc1ccc(cc1)C2=C(Br)c3c(O)cc(O)cc3C2=O,1,0,0,1,1
445,CSC1=C(C(=O)c2cc(O)cc(O)c12)c3ccc(O)cc3,1,1,0,0,1
446,CCSC1=C(C(=O)c2cc(O)cc(O)c12)c3ccc(O)cc3,1,1,0,0,1
447,Oc1ccc(cc1)C2=C(c3ccccc3)c4c(O)cc(O)cc4C2=O,0,0,0,0,1
448,Oc1ccc(cc1)C2=C(Br)c3cc(O)ccc3C2=O,0,0,0,0,1
449,COc1ccc2C(=O)C(=C(Br)c2c1)c3ccc(O)cc3,1,1,0,0,1
450,CC1=C(C(=O)c2ccc(O)cc12)c3ccc(O)cc3,1,0,0,0,1
451,CSC1=C(C(=O)c2ccc(O)cc12)c3ccc(O)cc3,0,0,0,0,1
452,CCSC1=C(C(=O)c2ccc(O)cc12)c3ccc(O)cc3,0,0,0,0,1
453,Oc1ccc(cc1)C2=C(c3ccccc3)c4cc(O)ccc4C2=O,0,0,0,1,1
454,CC1=C(C(=O)c2c(O)cc(O)cc12)c3ccc(O)cc3,1,0,0,0,1
455,Oc1ccc(cc1)C2=C(c3ccccc3)c4cc(O)cc(O)c4C2=O,1,0,0,0,1
456,Oc1ccc2C(=C(C(=O)Oc2c1)c3ccc(Cl)cc3)Cc4ccccc4,0,1,0,1,1
457,Oc1ccc(C(=O)Cc2oc3ccccc3c2)c(O)c1,0,0,0,1,1
458,O=C(Oc1ccc2C(=CC(=O)Oc2c1)c3ccccc3)c4occc4,0,1,1,0,1
459,Oc1ccc(c(F)c1)c2ccc3c(Cl)c(O)ccc3c2,1,0,0,0,0
460,Oc1ccc2cc(ccc2c1)c3cc(F)c(O)cc3F,1,0,0,1,0
461,Oc1ccc2cc(ccc2c1Cl)c3cc(F)c(O)cc3F,1,0,0,1,0
462,Oc1ccc2cc(ccc2c1)c3c(F)cc(O)cc3F,1,0,0,0,0
463,Oc1cc(F)c(c(F)c1)c2ccc3c(Cl)c(O)ccc3c2,1,0,0,0,0
464,Oc1ccc(c(Cl)c1)c2ccc3cc(O)ccc3c2,1,0,0,0,0
465,Oc1ccc(c(Cl)c1)c2ccc3c(Cl)c(O)ccc3c2,1,0,0,0,0
466,COc1cc(O)ccc1c2ccc3cc(O)ccc3c2,1,0,0,0,1
467,Cc1cc(O)ccc1c2ccc3cc(O)ccc3c2,1,0,0,1,0
468,Cc1cc(O)ccc1c2ccc3c(Cl)c(O)ccc3c2,1,1,0,0,0
469,Oc1ccc2cc(ccc2c1)c3ccc(O)c(F)c3,1,0,0,0,0
470,Oc1ccc(cc1F)c2ccc3c(Cl)c(O)ccc3c2,1,0,0,1,0
471,Oc1ccc2cc(ccc2c1)c3ccc(O)c(Cl)c3,1,0,0,0,0
472,Oc1ccc(cc1Cl)c2ccc3c(Cl)c(O)ccc3c2,1,0,0,1,0
473,Oc1ccc2cc(ccc2c1)c3cc(F)c(O)c(F)c3,1,0,0,0,0
474,Oc1ccc2cc(ccc2c1Cl)c3cc(F)c(O)c(F)c3,1,0,0,1,0
475,Oc1ccc(cc1)c2cc(F)c3cc(O)ccc3c2,1,0,0,0,0
476,Oc1ccc2cc(cc(F)c2c1)c3ccc(O)c(F)c3,1,0,0,0,0
477,Oc1ccc(cc1)c2cc(F)c3c(Cl)c(O)ccc3c2,1,0,0,0,0
478,Oc1ccc(cc1F)c2cc(F)c3c(Cl)c(O)ccc3c2,1,0,0,1,0
479,Oc1ccc(cc1)c2cc(Cl)c3cc(O)ccc3c2,1,0,0,0,0
480,Oc1ccc(cc1)c2cc(Cl)c3c(Cl)c(O)ccc3c2,1,0,0,0,0
481,Oc1ccc(cc1)c2cc(C#N)c3cc(O)ccc3c2,1,0,0,0,1
482,Oc1ccc2cc(cc(C#N)c2c1)c3ccc(O)c(F)c3,1,0,0,0,1
483,Oc1ccc(cc1)c2cc(C#N)c3c(Br)c(O)ccc3c2,1,0,0,0,1
484,Oc1ccc(cc1)c2cc(C#N)c3c(Cl)c(O)ccc3c2,1,1,0,0,1
485,Oc1ccc(cc1F)c2cc(C#N)c3c(Cl)c(O)ccc3c2,1,1,0,1,1
486,Oc1ccc(cc1F)c2cc(C#N)c3c(F)c(O)ccc3c2,1,0,0,0,1
487,Oc1ccc2cc(cc(C=O)c2c1)c3ccc(O)c(F)c3,1,0,0,0,1
488,Oc1ccc2cc(cc(C=C)c2c1)c3ccc(O)c(F)c3,1,0,0,0,0
489,CCc1cc(cc2ccc(O)cc12)c3ccc(O)c(F)c3,1,0,0,1,0
490,Oc1ccc2cc(cc(C#C)c2c1)c3ccc(O)c(F)c3,1,0,0,0,0
491,CC#Cc1cc(cc2ccc(O)cc12)c3ccc(O)c(F)c3,1,0,0,0,0
492,Oc1ccc(c(F)c1)c2cc(C#N)c3cc(O)ccc3c2,1,0,0,0,1
493,Oc1ccc2cc(cc(C#N)c2c1)c3cc(F)c(O)cc3F,1,0,0,0,1
494,Oc1ccc2cc(cc(C#N)c2c1)c3c(F)cc(O)cc3F,1,0,0,0,1
495,Oc1ccc2cc(cc(C#N)c2c1)c3cc(F)c(O)c(F)c3,1,0,0,0,1
496,Oc1ccc(cc1)c2ccc3cc(O)cc(C#N)c3c2,1,0,0,0,1
497,Oc1cc(C#N)c2cc(ccc2c1)c3ccc(O)c(F)c3,1,0,0,0,1
498,Oc1ccc(cc1F)c2ccc3c(Br)c(O)cc(C#N)c3c2,1,0,0,1,1
499,Oc1ccc(cc1F)c2ccc3c(C#N)c(O)cc(C#N)c3c2,0,0,0,1,1
500,Cc1c(O)cc(C#N)c2cc(ccc12)c3ccc(O)c(F)c3,1,0,0,1,1
501,Oc1ccc(cc1)c2ccc3c(Cl)c(O)cc(C#N)c3c2,1,1,0,0,1
502,Oc1ccc(cc1F)c2ccc3c(Cl)c(O)cc(C#N)c3c2,1,0,0,1,1
503,Oc1cc(C#C)c2cc(ccc2c1)c3ccc(O)c(F)c3,1,0,0,0,0
504,CC#Cc1cc(O)cc2ccc(cc12)c3ccc(O)c(F)c3,1,0,0,0,0
505,Oc1cc(C=O)c2cc(ccc2c1)c3ccc(O)c(F)c3,1,0,0,0,1
506,Oc1cc(C=C)c2cc(ccc2c1)c3ccc(O)c(F)c3,1,0,0,0,0
507,CCc1cc(O)cc2ccc(cc12)c3ccc(O)c(F)c3,1,0,0,0,0
508,Oc1ccc(cc1)c2ccc3cc(O)ccc3c2,1,0,0,0,0
509,Oc1cccc(c1)c2ccc3c(O)cccc3c2,1,0,0,0,0
510,Oc1ccc(cc1)c2ccc3c(O)cccc3c2,1,0,0,0,0
511,Oc1cccc(c1)c2ccc3cc(O)ccc3c2,1,0,0,0,0
512,Oc1ccc2cc(ccc2c1)c3ccccc3,1,0,0,1,0
513,Oc1ccc(cc1)c2ccc3ccc(O)cc3c2,0,0,0,0,0
514,Oc1cccc(c1)c2ccc3ccc(O)cc3c2,1,0,0,0,0
515,Oc1ccc2ccc(cc2c1)c3ccccc3,1,0,0,1,0
516,Oc1ccc(cc1)c2ccc3ccccc3c2,1,0,0,0,0
517,Oc1ccc(cc1)c2ccc3c(Cl)c(O)ccc3c2,1,0,0,0,0
518,Oc1ccc(cc1)c2ccc3c(Br)c(O)ccc3c2,1,0,0,0,0
519,Oc1ccc(cc1)c2ccc3c(F)c(O)ccc3c2,1,0,0,0,0
520,Oc1ccc(cc1)c2ccc3c(C#N)c(O)ccc3c2,0,0,0,0,1
521,Oc1ccc(cc1)c2ccc3c(c(O)ccc3c2)c4ccccc4,0,0,0,0,0
522,Cc1c(O)ccc2cc(ccc12)c3ccc(O)cc3,1,0,0,0,0
523,COc1c(O)ccc2cc(ccc12)c3ccc(O)cc3,1,0,0,0,1
524,Oc1ccc(cc1)c2ccc3c(c(O)ccc3c2)[N+](=O)[O-],1,0,0,1,1
525,Oc1ccc(c(F)c1)c2ccc3cc(O)ccc3c2,1,0,0,0,0
526,CCC1=N[C@@H]([C@@H](N1)c2ccc(O)cc2)c3ccc(OCCN4CCCCC4)cc3,0,1,1,0,1
527,Oc1ccc2C(N(CCc2c1)c3ccccc3)c4ccc(cc4)N5CCN6CCCCC6C5,0,1,1,0,1
528,CC1CN(CCN1C)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,0,1,1,1,1
529,CCN1CCN(CC1C)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,0,1,1,1,1
530,CCC1CN(CCN1C)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,0,1,1,0,1
531,CN1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,0,1,1,0,1
532,CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccccc5,0,1,1,0,1
533,CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5ccc(F)cc5,0,1,1,0,1
534,CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(F)c5,0,1,1,0,1
535,CN1CCC(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,0,1,1,0,1
536,CN1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,0,1,1,0,1
537,CC(C)N1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,0,1,1,1,1
538,CC(C)CN1CCN(CC1)c2ccc(cc2)C3N(CCc4cc(O)ccc34)c5cccc(O)c5,0,1,1,0,1
539,Oc1cccc(c1)N2CCc3cc(O)ccc3C2c4ccc(cc4)N5CCN(CC6CC6)CC5,0,1,1,0,1
540,Oc1cccc(c1)N2CCc3cc(O)ccc3C2c4ccc(cc4)N5CCN(CC5)C6CCCC6,0,1,1,0,1
541,Oc1cccc(c1)N2CCc3cc(O)ccc3C2c4ccc(cc4)N5CCN(CC5)C6CCCCC6,0,1,1,0,1
542,Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCCCCC6)cc5)c23,0,1,1,0,1
543,Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCCCCC6)cc5)c23,0,1,1,0,1
544,CN(C)CCOc1ccc(Cn2c3ccccc3c4sc5cc(O)ccc5c24)cc1,0,1,1,0,1
545,CN(C)CCOc1ccc(Cn2c3ccc(O)cc3c4sc5cc(O)ccc5c24)cc1,0,1,0,0,1
546,CCN(CC)CCOc1ccc(Cn2c3ccccc3c4sc5cc(O)ccc5c24)cc1,0,1,1,0,0
547,CCN(CC)CCOc1ccc(Cn2c3ccc(O)cc3c4sc5cc(O)ccc5c24)cc1,0,1,1,0,1
548,Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCOCC6)cc5)c23,0,1,0,0,1
549,Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCOCC6)cc5)c23,0,1,0,0,1
550,Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCCCC6)cc5)c23,0,1,1,0,1
551,Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCCCC6)cc5)c23,0,1,1,0,1
552,Oc1ccc2c(c1)sc3c4ccccc4n(Cc5ccc(OCCN6CCCC6)cc5)c23,0,1,0,0,1
553,Oc1ccc2c(c1)sc3c4cc(O)ccc4n(Cc5ccc(OCCN6CCCC6)cc5)c23,0,1,1,0,1
554,Oc1ccc(cc1)c2ccc3cc(O)ccc3n2,1,0,0,0,1
555,Oc1ccc(cc1)c2ccc3c(Cl)c(O)ccc3n2,1,0,0,0,1
556,Oc1ccc(cc1)c2ccc3c(Br)c(O)ccc3n2,0,0,0,0,1
557,Oc1ccc(cc1)c2cc(Cl)c3cc(O)ccc3n2,1,0,0,0,1
558,Oc1ccc2nc(cc(Cl)c2c1)c3ccc(O)c(F)c3,1,0,0,0,1
559,Oc1ccc(cc1)c2cc(Br)c3cc(O)ccc3n2,1,0,0,0,1
560,Oc1ccc2nc(cc(Br)c2c1)c3ccc(O)c(F)c3,1,0,0,0,1
561,Oc1ccc2nc(cc(Br)c2c1)c3cc(F)c(O)c(F)c3,1,0,0,0,1
562,Oc1ccc(cc1)c2cc(C=C)c3cc(O)ccc3n2,1,0,0,0,1
563,Oc1ccc2nc(cc(C=C)c2c1)c3ccc(O)c(F)c3,1,0,0,0,1
564,CCc1cc(nc2ccc(O)cc12)c3ccc(O)cc3,1,0,1,0,1
565,CCc1cc(nc2ccc(O)cc12)c3ccc(O)c(F)c3,1,0,0,0,1
566,Oc1ccc(cc1)c2cc(C#C)c3cc(O)ccc3n2,0,0,0,0,1
567,Oc1ccc2nc(cc(C#C)c2c1)c3ccc(O)c(F)c3,1,0,0,0,1
568,Oc1ccc2nc(cc(C#C)c2c1)c3cc(F)c(O)c(F)c3,0,0,0,0,1
569,Oc1ccc(cc1)c2cc(C#N)c3cc(O)ccc3n2,1,0,0,0,1
570,Oc1ccc2nc(cc(C#N)c2c1)c3ccc(O)c(F)c3,1,0,0,0,1
571,CC(=O)c1cc(nc2ccc(O)cc12)c3ccc(O)cc3,1,0,0,0,1
572,CC(=O)c1cc(nc2ccc(O)cc12)c3ccc(O)c(F)c3,1,0,0,0,1
573,Oc1ccc2nc(cc(c3ccccc3)c2c1)c4ccc(O)c(F)c4,0,0,0,0,1
574,COc1cc(nc2ccc(O)cc12)c3ccc(O)cc3,1,0,0,0,1
575,C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CCCC5,0,1,1,0,1
576,C[C@@H](COc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4ccc(O)cc4)N5CC[C@@H](C)C5,0,1,1,0,1
577,C[C@@H]1CCN(CCOc2ccc(cc2)C(=O)c3c(sc4cc(O)ccc34)c5ccc(O)cc5)C1,0,1,1,0,0
578,C[C@@H](COc1ccc(cc1)C(=O)c2c(sc3cc(O)ccc23)c4ccc(O)cc4)N5CCCC5,0,1,0,0,1
579,C[C@@H]1CCN(CCOc2ccc(Cn3c(c(C)c4cc(O)ccc34)c5ccc(O)cc5)cc2)C1,0,1,1,0,1
580,C[C@@H](COc1ccc(Cn2c(c(C)c3cc(O)ccc23)c4ccc(O)cc4)cc1)N5CCCC5,0,1,1,0,1
581,C[C@@H]1CCN(CCOc2ccc(cc2)[C@H]3[C@H](CCc4cc(O)ccc34)c5ccccc5)C1,0,1,1,0,0
582,C[C@@H](COc1ccc(cc1)[C@H]2[C@H](CCc3cc(O)ccc23)c4ccccc4)N5CCCC5,0,1,1,0,0
583,Oc1ccc(cc1)c2[nH]c3ccccc3c2c4ccccc4,0,0,0,0,1
584,Oc1ccc(cc1)c2c([nH]c3ccccc23)c4ccccc4,0,0,0,0,1
585,Oc1ccc(cc1)c2[nH]c3ccccc3c2c4ccc(O)cc4,0,0,0,0,1
586,c1ccc(cc1)c2[nH]c3ccccc3c2c4ccccc4,1,0,0,1,1
587,Oc1ccc(cc1)c2[nH]c(nc2c3ccccc3)C(F)(F)F,0,0,0,0,1
588,Oc1ccc(cc1)c2noc(c2c3ccccc3)C(F)(F)F,0,0,0,0,1
589,Oc1ccc(cc1)n2c(nc3ccccc23)c4ccccc4Cl,1,1,0,1,1
590,Cc1nocc1c2nc3ccccc3n2c4ccc(O)cc4,1,1,0,1,1
591,Cn1cccc1c2nc3ccccc3n2c4ccc(O)cc4,1,0,0,1,1
592,Oc1ccc(cc1)n2c(nc3ccccc23)c4ccccc4,1,0,0,1,1
593,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C=C)C1CC[C@@H]2O,1,1,0,0,0
594,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C=C)C1CC[C@@]2(O)C#C,1,1,0,1,0
595,C[C@]1(O)CCC2C3CC=C4C[C@@H](O)CC[C@]4(C=C)C3CC[C@]12C,1,1,0,1,0
596,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34CO)C1CC[C@@H]2O,1,1,0,0,0
597,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2O,1,1,0,0,0
598,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34CC#C)C1CC[C@@H]2O,1,1,0,0,0
599,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C#C)C1CC[C@@H]2O,1,1,0,0,0
600,CCC[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,1,1,0,1,0
601,CC[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,1,1,0,0,0
602,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34CC=C)C1CC[C@@H]2O,1,1,0,0,0
603,CC\C=C/[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,1,1,1,0,0
604,C\C=C\[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,1,1,1,0,0
605,C\C=C/[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,1,1,1,0,0
606,CO\C=C/[C@]12CC[C@H](O)CC1=CCC3C4CC[C@H](O)[C@@]4(C)CCC23,1,1,1,0,0
607,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C\Br)C1CC[C@@H]2O,1,1,0,0,0
608,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C\Cl)C1CC[C@@H]2O,1,1,0,0,0
609,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C/Cl)C1CC[C@@H]2O,1,1,0,0,0
610,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C\F)C1CC[C@@H]2O,1,1,0,0,0
611,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C/F)C1CC[C@@H]2O,1,1,0,0,0
612,CN(C)CCOc1ccc(cc1)\C(=C(\CCCCO)/c2ccccc2)\c3ccc(O)cc3,0,1,1,0,0
613,CN(C)CCOc1ccc(cc1)\C(=C(\CCCO)/c2ccccc2)\c3ccc(O)cc3,0,1,1,0,0
614,CN(C)CCOc1ccc(cc1)\C(=C(\CCO)/c2ccccc2)\c3ccc(O)cc3,0,1,1,0,0
615,CSCCC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,0,1,1,0,0
616,CN(C)CCOc1ccc(cc1)\C(=C(\CCCN=[N+]=[N-])/c2ccccc2)\c3ccc(O)cc3,0,1,1,0,1
617,CN(C)CCOc1ccc(cc1)\C(=C(\CCN=[N+]=[N-])/c2ccccc2)\c3ccc(O)cc3,0,1,1,0,1
618,CN(C)CCOc1ccc(cc1)\C(=C(\CCCC#N)/c2ccccc2)\c3ccc(O)cc3,0,1,1,0,0
619,CN(C)CCOc1ccc(cc1)\C(=C(\CCC#N)/c2ccccc2)\c3ccc(O)cc3,0,1,1,0,0
620,CN(C)CCOc1ccc(cc1)\C(=C(\CCCCl)/c2ccccc2)\c3ccc(O)cc3,0,1,1,0,0
621,CN(C)CCOc1ccc(cc1)\C(=C(\CCCl)/c2ccccc2)\c3ccc(O)cc3,0,1,1,0,0
622,CCN(c1ccccc1)S(=O)(=O)c2ccc(O)cc2,1,0,0,0,1
623,CCN(c1ccccc1Br)S(=O)(=O)c2ccc(O)cc2,1,0,0,1,1
624,CCN(c1cccc(OC)c1)S(=O)(=O)c2ccc(O)cc2,1,0,0,0,1
625,CCCN(c1ccccc1)S(=O)(=O)c2ccc(O)cc2,1,0,0,0,1
626,CCN(c1ccc(O)cc1)S(=O)(=O)c2ccc(O)cc2,1,0,0,0,1
627,CCN(c1ccccc1)S(=O)(=O)c2ccc(O)c(C)c2,1,0,0,1,1
628,CC(C)N(c1ccccc1)S(=O)(=O)c2ccc(O)cc2,1,0,0,1,1
629,CCN(c1ccccc1OC)S(=O)(=O)c2ccc(O)cc2,1,0,0,0,1
630,CC(C)(C)CN(c1ccccc1)S(=O)(=O)c2ccc(O)cc2,1,0,0,0,1
631,Oc1ccc(cc1)S(=O)(=O)N(Cc2ccccc2)c3ccccc3,1,0,0,0,1
632,Oc1ccc(cc1)S(=O)(=O)N(C2CCCCC2)c3ccccc3,1,0,0,0,1
633,Oc1ccc(cc1)S(=O)(=O)N(c2ccccc2)c3ccccc3,1,0,0,0,1
634,CCCCN(c1ccccc1)S(=O)(=O)c2ccc(O)cc2,1,0,0,0,1
635,Oc1ccc(cc1)S(=O)(=O)N(CC=C)c2ccccc2,1,0,0,0,1
636,CCCN(c1ccccc1Br)S(=O)(=O)c2ccc(O)c(C)c2,1,0,0,1,1
637,CCCN(c1ccccc1c2ccccc2)S(=O)(=O)c3ccc(O)c(C)c3,1,0,1,1,1
638,CCCN(c1ccccc1F)S(=O)(=O)c2ccc(O)cc2,1,0,0,1,1
639,CCCN(c1ccccc1Br)S(=O)(=O)c2ccc(O)c(c2)C(F)(F)F,1,0,0,1,1
640,CCCN(c1ccccc1Br)S(=O)(=O)c2ccc(O)cc2,1,0,0,1,1
641,CCCN(c1c(C)cccc1CC)S(=O)(=O)c2ccc(O)c(C)c2,1,1,1,1,1
642,CCCN(c1c(C)cccc1C)S(=O)(=O)c2ccc(O)c(C)c2,1,0,0,1,1
643,CCCN(c1c(Cl)cccc1Cl)S(=O)(=O)c2ccc(O)c(C)c2,1,1,0,1,1
644,CCCN(c1c(CC)cccc1CC)S(=O)(=O)c2ccc(O)c(C)c2,1,0,1,1,1
645,CCCN(c1c(C)cccc1Cl)S(=O)(=O)c2ccc(O)c(C)c2,1,1,0,1,1
646,CCCN(c1c(C)cccc1Cl)S(=O)(=O)c2ccc(O)cc2,1,1,0,1,1
647,CCCN(c1ccccc1C(F)(F)F)S(=O)(=O)c2ccc(O)cc2,1,0,0,0,1
648,CCCN(c1ccccc1Cl)S(=O)(=O)c2ccc(O)c(C)c2,1,1,0,1,1
649,CCCN(c1ccccc1Cl)S(=O)(=O)c2ccc(O)cc2,1,1,0,1,1
650,CCCN(c1ccccc1C)S(=O)(=O)c2ccc(O)c(C)c2,1,0,0,1,1
651,CC1CCc2ccccc2N1S(=O)(=O)c3ccc(O)cc3,1,1,0,0,1
652,Oc1ccc2c(CCN(c3ccccc3Cl)S2(=O)=O)c1,1,1,0,0,1
653,Cc1c(O)ccc2c1CCc3cc(O)cc(C=C)c23,1,1,0,0,0
654,Cc1cc(O)c(C)c2c1c3ccc(O)c(C)c3OC2(C)CC=C,1,1,1,0,0
655,Cc1c(O)ccc2c1OC(C)(C)c3c(C)c(O)ccc23,1,0,0,1,1
656,CC(C)CC1Oc2c(C)c(O)ccc2c3c(C)cc(O)cc13,1,0,1,0,0
657,CC1Oc2c(C)c(O)ccc2c3c(C)cc(O)c(C)c13,1,0,0,1,1
658,CCCC1Oc2c(C)c(O)ccc2c3c(C)cc(O)cc13,1,0,1,0,0
659,CCC1Oc2c(C)c(O)ccc2c3c(C)cc(O)cc13,1,0,1,0,1
660,CCC1Oc2c(C)c(O)ccc2c3ccc(O)c(C)c13,1,0,1,0,1
661,CC1Oc2c(C)c(O)ccc2c3ccc(O)c(C)c13,1,0,0,0,1
662,CC1Oc2c(C)c(O)ccc2c3c(C)cc(O)cc13,1,0,0,0,1
663,Cc1cc(O)cc2COc3c(C)c(O)ccc3c12,1,0,0,0,1
664,Cc1c(O)ccc2c1COc3c(C)c(O)ccc23,1,0,0,0,0
665,Cc1c(O)c(Cl)c(C)c2c3ccc(O)c(Cl)c3OC(=O)c12,1,0,0,1,1
666,Cc1c(O)c(Cl)cc2c3ccc(O)c(Cl)c3OC(=O)c12,1,1,0,1,1
667,Oc1ccc2c(OC(=O)c3c(Cl)c(O)c(F)cc23)c1Cl,1,0,0,1,1
668,Cc1cc(O)c(C)c2C(=O)Oc3c(C)c(O)ccc3c12,1,0,0,1,1
669,Cc1cc(O)c(C)c2OC(=O)c3c(C)c(O)ccc3c12,1,0,0,0,1
670,Cc1cc(O)cc2C(=O)Oc3c(C)c(O)ccc3c12,1,0,0,0,1
671,CCc1cc(O)cc2C(=O)Oc3c(C)c(O)ccc3c12,1,0,0,0,1
672,Cc1c(O)ccc2c3ccc(O)c(Br)c3OC(=O)c12,1,0,0,0,1
673,CCc1c(O)ccc2c3ccc(O)c(F)c3OC(=O)c12,1,0,0,1,1
674,Cc1c(O)ccc2c3ccc(O)c(F)c3OC(=O)c12,1,0,0,0,1
675,CCc1c(O)ccc2c1OC(=O)c3c(C)c(O)ccc23,1,0,0,0,1
676,CCc1c(O)ccc2c3ccc(O)c(C)c3OC(=O)c12,1,0,0,1,1
677,Cc1c(O)ccc2c1OC(=O)c3c(O)c(O)ccc23,1,0,0,0,1
678,Cc1cc(O)c(Cl)c2C(=O)Oc3c(Cl)c(O)ccc3c12,1,0,0,1,1
679,Cc1cc(O)cc2OC(=O)c3c(C)c(O)ccc3c12,1,0,0,0,1
680,Cc1cc(O)c(C)c2OC(=O)c3cc(O)ccc3c12,1,0,0,0,1
681,Cc1c(O)ccc2c3ccc(O)cc3OC(=O)c12,1,0,0,0,1
682,Cc1c(O)ccc2c1OC(=O)c3cc(O)ccc23,1,0,0,0,1
683,Cc1c(O)ccc2c1OC(=O)c3c(C)c(O)ccc23,1,0,0,0,1
684,COc1c(C)c(Br)c2C(=O)Oc3c(C)c(O)ccc3c2c1C,1,0,0,1,1
685,COc1c(C)cc2C(=O)Oc3c(C)c(O)ccc3c2c1C,1,0,0,0,1
686,CCc1cc(OC)cc2C(=O)Oc3c(C)c(O)ccc3c12,1,0,0,0,1
687,Cc1cc(C=C)c2c(c1)C(=O)Oc3c(C)c(O)ccc23,1,0,0,0,1
688,Cc1cc(CC=C)c2c(c1)C(=O)Oc3c(C)c(O)ccc23,1,0,0,0,1
689,Cc1cc(Br)c2c(c1)C(=O)Oc3c(C)c(O)ccc23,1,0,0,1,1
690,Cc1cc(C)c2c(c1)C(=O)Oc3c(C)c(O)ccc23,1,0,0,1,1
691,CC\C=C\c1cc2c(cc1Br)C(=O)Oc3c(C)c(O)ccc23,0,0,0,0,1
692,COc1cc2C(=O)Oc3c(C)c(O)ccc3c2cc1Br,1,1,0,1,1
693,Cc1cc2c(cc1Br)C(=O)Oc3c(C)c(O)ccc23,1,0,0,1,1
694,Cc1ccc(C)c2c3ccc(O)c(C)c3OC(=O)c12,1,0,0,1,1
695,Cc1c(O)ccc2c1OC(=O)c3c(Br)cc(Br)cc23,1,0,0,1,1
696,Cc1c(O)ccc2c1OC(=O)c3c(C)c(NS(=O)(=O)C)ccc23,1,0,0,1,1
697,Cc1c(O)ccc2c1OC(=O)c3c(C)c(N)ccc23,1,0,0,0,1
698,COc1ccc2c3ccc(O)c(C)c3OC(=O)c2c1C,1,0,0,0,1
699,C\C=C\c1cccc2C(=O)Oc3c(C)c(O)ccc3c12,1,1,0,0,1
700,CCc1c(O)ccc2c1OC(=O)c3cc(Br)ccc23,1,0,0,1,1
701,Cc1cc(C)c2c(c1)C(=O)Oc3cc(O)ccc23,1,0,0,0,1
702,Cc1c(O)ccc2c1OC(=O)c3cc(C=C)ccc23,1,0,0,1,1
703,CCC1Oc2c(C)c(O)ccc2c3c(C)cc(O)c(C)c13,1,0,1,0,1
704,Oc1ccc(cc1)N2C=Nc3cc(O)cc(O)c3C2=O,1,0,0,0,1
